snapshot_date,sku,location_id,opening_quantity,closing_quantity
2025-03-07,SKU015,DC01,6,3
2025-03-07,SKU015,DC02,367,365
2025-03-07,SKU015,DC03,69,67
2025-03-07,SKU015,DC04,145,141
2025-03-07,SKU016,DC01,12,8
2025-03-07,SKU016,DC02,55,50
2025-03-07,SKU016,DC03,50,48
2025-03-07,SKU016,DC04,0,0
2025-03-07,SKU017,DC01,0,0
2025-03-07,SKU017,DC02,0,0
2025-03-07,SKU017,DC03,0,0
2025-03-07,SKU017,DC04,0,0
2025-03-07,SKU018,DC01,578,578
2025-03-07,SKU018,DC02,391,390
2025-03-07,SKU018,DC03,197,197
2025-03-07,SKU018,DC04,288,287
2025-03-07,SKU019,DC01,424,424
2025-03-07,SKU019,DC02,260,260
2025-03-07,SKU019,DC03,234,233
2025-03-07,SKU019,DC04,370,370
2025-03-07,SKU020,DC01,173,171
2025-03-07,SKU020,DC02,122,121
2025-03-07,SKU020,DC03,273,272
2025-03-07,SKU020,DC04,128,127
2025-03-07,SKU021,DC01,34,32
2025-03-07,SKU021,DC02,123,121
2025-03-07,SKU021,DC03,49,47
2025-03-07,SKU021,DC04,78,77
2025-03-07,SKU022,DC01,26,23
2025-03-07,SKU022,DC02,15,67
2025-03-07,SKU022,DC03,2,0
2025-03-07,SKU022,DC04,49,46
2025-03-07,SKU023,DC01,0,0
2025-03-07,SKU023,DC02,67,65
2025-03-07,SKU023,DC03,143,141
2025-03-07,SKU023,DC04,44,41
2025-03-07,SKU024,DC01,45,43
2025-03-07,SKU024,DC02,0,0
2025-03-07,SKU024,DC03,91,87
2025-03-07,SKU024,DC04,0,0
2025-03-08,SKU001,DC01,506,506
2025-03-08,SKU001,DC02,226,225
2025-03-08,SKU001,DC03,443,442
2025-03-08,SKU001,DC04,308,307
2025-03-08,SKU002,DC01,152,151
2025-03-08,SKU002,DC02,402,401
2025-03-08,SKU002,DC03,71,70
2025-03-08,SKU002,DC04,133,131
2025-03-08,SKU003,DC01,71,69
2025-03-08,SKU003,DC02,70,70
2025-03-08,SKU003,DC03,94,91
2025-03-08,SKU003,DC04,12,11
2025-03-08,SKU004,DC01,77,75
2025-03-08,SKU004,DC02,0,0
2025-03-08,SKU004,DC03,111,108
2025-03-08,SKU004,DC04,230,228
2025-03-08,SKU005,DC01,11,7
2025-03-08,SKU005,DC02,196,192
2025-03-08,SKU005,DC03,77,74
2025-03-08,SKU005,DC04,0,0
2025-03-08,SKU006,DC01,38,35
2025-03-08,SKU006,DC02,60,57
2025-03-08,SKU006,DC03,101,99
2025-03-08,SKU006,DC04,0,0
2025-03-08,SKU007,DC01,21,18
2025-03-08,SKU007,DC02,0,0
2025-03-08,SKU007,DC03,0,0
2025-03-08,SKU007,DC04,153,150
2025-03-08,SKU008,DC01,9,7
2025-03-08,SKU008,DC02,43,39
2025-03-08,SKU008,DC03,0,0
2025-03-08,SKU008,DC04,0,0
2025-03-08,SKU009,DC01,320,319
2025-03-08,SKU009,DC02,355,354
2025-03-08,SKU009,DC03,148,147
2025-03-08,SKU009,DC04,277,274
2025-03-08,SKU010,DC01,326,326
2025-03-08,SKU010,DC02,205,205
2025-03-08,SKU010,DC03,510,509
2025-03-08,SKU010,DC04,285,284
2025-03-08,SKU011,DC01,142,141
2025-03-08,SKU011,DC02,109,109
2025-03-08,SKU011,DC03,320,318
2025-03-08,SKU011,DC04,114,113
2025-03-08,SKU012,DC01,0,0
2025-03-08,SKU012,DC02,195,192
2025-03-08,SKU012,DC03,0,0
2025-03-08,SKU012,DC04,159,156
2025-03-08,SKU013,DC01,11,9
2025-03-08,SKU013,DC02,45,44
2025-03-08,SKU013,DC03,0,72
2025-03-08,SKU013,DC04,17,51
2025-03-08,SKU014,DC01,0,0
2025-03-08,SKU014,DC02,10,73
2025-03-08,SKU014,DC03,4,1
2025-03-08,SKU014,DC04,68,65
2025-03-08,SKU015,DC01,3,0
2025-03-08,SKU015,DC02,365,362
2025-03-08,SKU015,DC03,67,64
2025-03-08,SKU015,DC04,141,138
2025-03-08,SKU016,DC01,8,5
2025-03-08,SKU016,DC02,50,46
2025-03-08,SKU016,DC03,48,46
2025-03-08,SKU016,DC04,0,0
2025-03-08,SKU017,DC01,0,0
2025-03-08,SKU017,DC02,0,0
2025-03-08,SKU017,DC03,0,0
2025-03-08,SKU017,DC04,0,0
2025-03-08,SKU018,DC01,578,577
2025-03-08,SKU018,DC02,390,390
2025-03-08,SKU018,DC03,197,196
2025-03-08,SKU018,DC04,287,287
2025-03-08,SKU019,DC01,424,423
2025-03-08,SKU019,DC02,260,316
2025-03-08,SKU019,DC03,233,232
2025-03-08,SKU019,DC04,370,369
2025-03-08,SKU020,DC01,171,171
2025-03-08,SKU020,DC02,121,120
2025-03-08,SKU020,DC03,272,271
2025-03-08,SKU020,DC04,127,126
2025-03-08,SKU021,DC01,32,29
2025-03-08,SKU021,DC02,121,119
2025-03-08,SKU021,DC03,47,46
2025-03-08,SKU021,DC04,77,75
2025-03-08,SKU022,DC01,23,19
2025-03-08,SKU022,DC02,67,65
2025-03-08,SKU022,DC03,0,0
2025-03-08,SKU022,DC04,46,42
2025-03-08,SKU023,DC01,0,0
2025-03-08,SKU023,DC02,65,63
2025-03-08,SKU023,DC03,141,139
2025-03-08,SKU023,DC04,41,38
2025-03-08,SKU024,DC01,43,42
2025-03-08,SKU024,DC02,0,0
2025-03-08,SKU024,DC03,87,86
2025-03-08,SKU024,DC04,0,0
2025-03-09,SKU001,DC01,506,504
2025-03-09,SKU001,DC02,225,224
2025-03-09,SKU001,DC03,442,441
2025-03-09,SKU001,DC04,307,306
2025-03-09,SKU002,DC01,151,149
2025-03-09,SKU002,DC02,401,399
2025-03-09,SKU002,DC03,70,68
2025-03-09,SKU002,DC04,131,130
2025-03-09,SKU003,DC01,69,67
2025-03-09,SKU003,DC02,70,69
2025-03-09,SKU003,DC03,91,89
2025-03-09,SKU003,DC04,11,9
2025-03-09,SKU004,DC01,75,73
2025-03-09,SKU004,DC02,0,0
2025-03-09,SKU004,DC03,108,106
2025-03-09,SKU004,DC04,228,226
2025-03-09,SKU005,DC01,7,2
2025-03-09,SKU005,DC02,192,188
2025-03-09,SKU005,DC03,74,71
2025-03-09,SKU005,DC04,0,0
2025-03-09,SKU006,DC01,35,33
2025-03-09,SKU006,DC02,57,54
2025-03-09,SKU006,DC03,99,96
2025-03-09,SKU006,DC04,0,0
2025-03-09,SKU007,DC01,18,15
2025-03-09,SKU007,DC02,0,0
2025-03-09,SKU007,DC03,0,0
2025-03-09,SKU007,DC04,150,146
2025-03-09,SKU008,DC01,7,5
2025-03-09,SKU008,DC02,39,36
2025-03-09,SKU008,DC03,0,0
2025-03-09,SKU008,DC04,0,0
2025-03-09,SKU009,DC01,319,318
2025-03-09,SKU009,DC02,354,352
2025-03-09,SKU009,DC03,147,146
2025-03-09,SKU009,DC04,274,273
2025-03-09,SKU010,DC01,326,361
2025-03-09,SKU010,DC02,205,204
2025-03-09,SKU010,DC03,509,508
2025-03-09,SKU010,DC04,284,333
2025-03-09,SKU011,DC01,141,139
2025-03-09,SKU011,DC02,109,108
2025-03-09,SKU011,DC03,318,316
2025-03-09,SKU011,DC04,113,113
2025-03-09,SKU012,DC01,0,0
2025-03-09,SKU012,DC02,192,190
2025-03-09,SKU012,DC03,0,0
2025-03-09,SKU012,DC04,156,154
2025-03-09,SKU013,DC01,9,6
2025-03-09,SKU013,DC02,44,43
2025-03-09,SKU013,DC03,72,103
2025-03-09,SKU013,DC04,51,51
2025-03-09,SKU014,DC01,0,0
2025-03-09,SKU014,DC02,73,71
2025-03-09,SKU014,DC03,1,0
2025-03-09,SKU014,DC04,65,63
2025-03-09,SKU015,DC01,0,0
2025-03-09,SKU015,DC02,362,359
2025-03-09,SKU015,DC03,64,61
2025-03-09,SKU015,DC04,138,135
2025-03-09,SKU016,DC01,5,1
2025-03-09,SKU016,DC02,46,43
2025-03-09,SKU016,DC03,46,42
2025-03-09,SKU016,DC04,0,0
2025-03-09,SKU017,DC01,0,0
2025-03-09,SKU017,DC02,0,0
2025-03-09,SKU017,DC03,0,0
2025-03-09,SKU017,DC04,0,0
2025-03-09,SKU018,DC01,577,576
2025-03-09,SKU018,DC02,390,388
2025-03-09,SKU018,DC03,196,195
2025-03-09,SKU018,DC04,287,303
2025-03-09,SKU019,DC01,423,421
2025-03-09,SKU019,DC02,316,314
2025-03-09,SKU019,DC03,232,231
2025-03-09,SKU019,DC04,369,368
2025-03-09,SKU020,DC01,171,168
2025-03-09,SKU020,DC02,120,117
2025-03-09,SKU020,DC03,271,269
2025-03-09,SKU020,DC04,126,125
2025-03-09,SKU021,DC01,29,26
2025-03-09,SKU021,DC02,119,154
2025-03-09,SKU021,DC03,46,44
2025-03-09,SKU021,DC04,75,73
2025-03-09,SKU022,DC01,19,17
2025-03-09,SKU022,DC02,65,62
2025-03-09,SKU022,DC03,0,0
2025-03-09,SKU022,DC04,42,39
2025-03-09,SKU023,DC01,0,0
2025-03-09,SKU023,DC02,63,60
2025-03-09,SKU023,DC03,139,137
2025-03-09,SKU023,DC04,38,36
2025-03-09,SKU024,DC01,42,40
2025-03-09,SKU024,DC02,0,0
2025-03-09,SKU024,DC03,86,83
2025-03-09,SKU024,DC04,0,0
2025-03-10,SKU001,DC01,504,503
2025-03-10,SKU001,DC02,224,223
2025-03-10,SKU001,DC03,441,440
2025-03-10,SKU001,DC04,306,304
2025-03-10,SKU002,DC01,149,148
2025-03-10,SKU002,DC02,399,398
2025-03-10,SKU002,DC03,68,67
2025-03-10,SKU002,DC04,130,128
2025-03-10,SKU003,DC01,67,66
2025-03-10,SKU003,DC02,69,69
2025-03-10,SKU003,DC03,89,88
2025-03-10,SKU003,DC04,9,8
2025-03-10,SKU004,DC01,73,71
2025-03-10,SKU004,DC02,0,0
2025-03-10,SKU004,DC03,106,102
2025-03-10,SKU004,DC04,226,224
2025-03-10,SKU005,DC01,2,0
2025-03-10,SKU005,DC02,188,184
2025-03-10,SKU005,DC03,71,68
2025-03-10,SKU005,DC04,0,0
2025-03-10,SKU006,DC01,33,30
2025-03-10,SKU006,DC02,54,51
2025-03-10,SKU006,DC03,96,93
2025-03-10,SKU006,DC04,0,0
2025-03-10,SKU007,DC01,15,10
2025-03-10,SKU007,DC02,0,0
2025-03-10,SKU007,DC03,0,0
2025-03-10,SKU007,DC04,146,142
2025-03-10,SKU008,DC01,5,2
2025-03-10,SKU008,DC02,36,32
2025-03-10,SKU008,DC03,0,0
2025-03-10,SKU008,DC04,0,0
2025-03-10,SKU009,DC01,318,317
2025-03-10,SKU009,DC02,352,351
2025-03-10,SKU009,DC03,146,144
2025-03-10,SKU009,DC04,273,273
2025-03-10,SKU010,DC01,361,360
2025-03-10,SKU010,DC02,204,202
2025-03-10,SKU010,DC03,508,507
2025-03-10,SKU010,DC04,333,332
2025-03-10,SKU011,DC01,139,138
2025-03-10,SKU011,DC02,108,106
2025-03-10,SKU011,DC03,316,315
2025-03-10,SKU011,DC04,113,111
2025-03-10,SKU012,DC01,0,0
2025-03-10,SKU012,DC02,190,188
2025-03-10,SKU012,DC03,0,0
2025-03-10,SKU012,DC04,154,152
2025-03-10,SKU013,DC01,6,5
2025-03-10,SKU013,DC02,43,42
2025-03-10,SKU013,DC03,103,101
2025-03-10,SKU013,DC04,51,49
2025-03-10,SKU014,DC01,0,0
2025-03-10,SKU014,DC02,71,69
2025-03-10,SKU014,DC03,0,0
2025-03-10,SKU014,DC04,63,61
2025-03-10,SKU015,DC01,0,63
2025-03-10,SKU015,DC02,359,356
2025-03-10,SKU015,DC03,61,59
2025-03-10,SKU015,DC04,135,133
2025-03-10,SKU016,DC01,1,0
2025-03-10,SKU016,DC02,43,40
2025-03-10,SKU016,DC03,42,39
2025-03-10,SKU016,DC04,0,0
2025-03-10,SKU017,DC01,0,0
2025-03-10,SKU017,DC02,0,0
2025-03-10,SKU017,DC03,0,0
2025-03-10,SKU017,DC04,0,0
2025-03-10,SKU018,DC01,576,575
2025-03-10,SKU018,DC02,388,388
2025-03-10,SKU018,DC03,195,194
2025-03-10,SKU018,DC04,303,302
2025-03-10,SKU019,DC01,421,421
2025-03-10,SKU019,DC02,314,312
2025-03-10,SKU019,DC03,231,231
2025-03-10,SKU019,DC04,368,367
2025-03-10,SKU020,DC01,168,168
2025-03-10,SKU020,DC02,117,115
2025-03-10,SKU020,DC03,269,268
2025-03-10,SKU020,DC04,125,124
2025-03-10,SKU021,DC01,26,23
2025-03-10,SKU021,DC02,154,152
2025-03-10,SKU021,DC03,44,41
2025-03-10,SKU021,DC04,73,70
2025-03-10,SKU022,DC01,17,14
2025-03-10,SKU022,DC02,62,59
2025-03-10,SKU022,DC03,0,0
2025-03-10,SKU022,DC04,39,35
2025-03-10,SKU023,DC01,0,0
2025-03-10,SKU023,DC02,60,58
2025-03-10,SKU023,DC03,137,135
2025-03-10,SKU023,DC04,36,33
2025-03-10,SKU024,DC01,40,37
2025-03-10,SKU024,DC02,0,0
2025-03-10,SKU024,DC03,83,81
2025-03-10,SKU024,DC04,0,0
2025-03-11,SKU001,DC01,503,502
2025-03-11,SKU001,DC02,223,270
2025-03-11,SKU001,DC03,440,438
2025-03-11,SKU001,DC04,304,303
2025-03-11,SKU002,DC01,148,148
2025-03-11,SKU002,DC02,398,397
2025-03-11,SKU002,DC03,67,65
2025-03-11,SKU002,DC04,128,127
2025-03-11,SKU003,DC01,66,65
2025-03-11,SKU003,DC02,69,68
2025-03-11,SKU003,DC03,88,87
2025-03-11,SKU003,DC04,8,6
2025-03-11,SKU004,DC01,71,68
2025-03-11,SKU004,DC02,0,0
2025-03-11,SKU004,DC03,102,99
2025-03-11,SKU004,DC04,224,223
2025-03-11,SKU005,DC01,0,21
2025-03-11,SKU005,DC02,184,181
2025-03-11,SKU005,DC03,68,64
2025-03-11,SKU005,DC04,0,0
2025-03-11,SKU006,DC01,30,28
2025-03-11,SKU006,DC02,51,49
2025-03-11,SKU006,DC03,93,89
2025-03-11,SKU006,DC04,0,0
2025-03-11,SKU007,DC01,10,7
2025-03-11,SKU007,DC02,0,0
2025-03-11,SKU007,DC03,0,0
2025-03-11,SKU007,DC04,142,138
2025-03-11,SKU008,DC01,2,0
2025-03-11,SKU008,DC02,32,29
2025-03-11,SKU008,DC03,0,0
2025-03-11,SKU008,DC04,0,0
2025-03-11,SKU009,DC01,317,315
2025-03-11,SKU009,DC02,351,350
2025-03-11,SKU009,DC03,144,144
2025-03-11,SKU009,DC04,273,272
2025-03-11,SKU010,DC01,360,360
2025-03-11,SKU010,DC02,202,202
2025-03-11,SKU010,DC03,507,505
2025-03-11,SKU010,DC04,332,331
2025-03-11,SKU011,DC01,138,136
2025-03-11,SKU011,DC02,106,104
2025-03-11,SKU011,DC03,315,314
2025-03-11,SKU011,DC04,111,110
2025-03-11,SKU012,DC01,0,0
2025-03-11,SKU012,DC02,188,186
2025-03-11,SKU012,DC03,0,0
2025-03-11,SKU012,DC04,152,150
2025-03-11,SKU013,DC01,5,2
2025-03-11,SKU013,DC02,42,40
2025-03-11,SKU013,DC03,101,157
2025-03-11,SKU013,DC04,49,47
2025-03-11,SKU014,DC01,0,0
2025-03-11,SKU014,DC02,69,67
2025-03-11,SKU014,DC03,0,0
2025-03-11,SKU014,DC04,61,59
2025-03-11,SKU015,DC01,63,60
2025-03-11,SKU015,DC02,356,353
2025-03-11,SKU015,DC03,59,57
2025-03-11,SKU015,DC04,133,131
2025-03-11,SKU016,DC01,0,0
2025-03-11,SKU016,DC02,40,36
2025-03-11,SKU016,DC03,39,35
2025-03-11,SKU016,DC04,0,0
2025-03-11,SKU017,DC01,0,0
2025-03-11,SKU017,DC02,0,0
2025-03-11,SKU017,DC03,0,0
2025-03-11,SKU017,DC04,0,0
2025-03-11,SKU018,DC01,575,574
2025-03-11,SKU018,DC02,388,388
2025-03-11,SKU018,DC03,194,193
2025-03-11,SKU018,DC04,302,300
2025-03-11,SKU019,DC01,421,420
2025-03-11,SKU019,DC02,312,311
2025-03-11,SKU019,DC03,231,230
2025-03-11,SKU019,DC04,367,365
2025-03-11,SKU020,DC01,168,167
2025-03-11,SKU020,DC02,115,115
2025-03-11,SKU020,DC03,268,265
2025-03-11,SKU020,DC04,124,123
2025-03-11,SKU021,DC01,23,22
2025-03-11,SKU021,DC02,152,149
2025-03-11,SKU021,DC03,41,39
2025-03-11,SKU021,DC04,70,69
2025-03-11,SKU022,DC01,14,11
2025-03-11,SKU022,DC02,59,56
2025-03-11,SKU022,DC03,0,0
2025-03-11,SKU022,DC04,35,56
2025-03-11,SKU023,DC01,0,0
2025-03-11,SKU023,DC02,58,55
2025-03-11,SKU023,DC03,135,132
2025-03-11,SKU023,DC04,33,30
2025-03-11,SKU024,DC01,37,34
2025-03-11,SKU024,DC02,0,0
2025-03-11,SKU024,DC03,81,78
2025-03-11,SKU024,DC04,0,0
2025-03-12,SKU001,DC01,502,501
2025-03-12,SKU001,DC02,270,267
2025-03-12,SKU001,DC03,438,435
2025-03-12,SKU001,DC04,303,302
2025-03-12,SKU002,DC01,148,147
2025-03-12,SKU002,DC02,397,396
2025-03-12,SKU002,DC03,65,63
2025-03-12,SKU002,DC04,127,125
2025-03-12,SKU003,DC01,65,63
2025-03-12,SKU003,DC02,68,68
2025-03-12,SKU003,DC03,87,86
2025-03-12,SKU003,DC04,6,4
2025-03-12,SKU004,DC01,68,66
2025-03-12,SKU004,DC02,0,0
2025-03-12,SKU004,DC03,99,99
2025-03-12,SKU004,DC04,223,221
2025-03-12,SKU005,DC01,21,17
2025-03-12,SKU005,DC02,181,178
2025-03-12,SKU005,DC03,64,59
2025-03-12,SKU005,DC04,0,0
2025-03-12,SKU006,DC01,28,26
2025-03-12,SKU006,DC02,49,47
2025-03-12,SKU006,DC03,89,87
2025-03-12,SKU006,DC04,0,0
2025-03-12,SKU007,DC01,7,4
2025-03-12,SKU007,DC02,0,25
2025-03-12,SKU007,DC03,0,0
2025-03-12,SKU007,DC04,138,135
2025-03-12,SKU008,DC01,0,0
2025-03-12,SKU008,DC02,29,26
2025-03-12,SKU008,DC03,0,0
2025-03-12,SKU008,DC04,0,0
2025-03-12,SKU009,DC01,315,315
2025-03-12,SKU009,DC02,350,350
2025-03-12,SKU009,DC03,144,142
2025-03-12,SKU009,DC04,272,271
2025-03-12,SKU010,DC01,360,360
2025-03-12,SKU010,DC02,202,202
2025-03-12,SKU010,DC03,505,504
2025-03-12,SKU010,DC04,331,331
2025-03-12,SKU011,DC01,136,135
2025-03-12,SKU011,DC02,104,103
2025-03-12,SKU011,DC03,314,312
2025-03-12,SKU011,DC04,110,109
2025-03-12,SKU012,DC01,0,0
2025-03-12,SKU012,DC02,186,184
2025-03-12,SKU012,DC03,0,0
2025-03-12,SKU012,DC04,150,150
2025-03-12,SKU013,DC01,2,0
2025-03-12,SKU013,DC02,40,38
2025-03-12,SKU013,DC03,157,155
2025-03-12,SKU013,DC04,47,92
2025-03-12,SKU014,DC01,0,0
2025-03-12,SKU014,DC02,67,64
2025-03-12,SKU014,DC03,0,0
2025-03-12,SKU014,DC04,59,57
2025-03-12,SKU015,DC01,60,57
2025-03-12,SKU015,DC02,353,351
2025-03-12,SKU015,DC03,57,55
2025-03-12,SKU015,DC04,131,128
2025-03-12,SKU016,DC01,0,0
2025-03-12,SKU016,DC02,36,33
2025-03-12,SKU016,DC03,35,31
2025-03-12,SKU016,DC04,0,0
2025-03-12,SKU017,DC01,0,0
2025-03-12,SKU017,DC02,0,0
2025-03-12,SKU017,DC03,0,0
2025-03-12,SKU017,DC04,0,0
2025-03-12,SKU018,DC01,574,574
2025-03-12,SKU018,DC02,388,386
2025-03-12,SKU018,DC03,193,192
2025-03-12,SKU018,DC04,300,299
2025-03-12,SKU019,DC01,420,420
2025-03-12,SKU019,DC02,311,309
2025-03-12,SKU019,DC03,230,229
2025-03-12,SKU019,DC04,365,364
2025-03-12,SKU020,DC01,167,166
2025-03-12,SKU020,DC02,115,114
2025-03-12,SKU020,DC03,265,263
2025-03-12,SKU020,DC04,123,121
2025-03-12,SKU021,DC01,22,21
2025-03-12,SKU021,DC02,149,148
2025-03-12,SKU021,DC03,39,38
2025-03-12,SKU021,DC04,69,68
2025-03-12,SKU022,DC01,11,8
2025-03-12,SKU022,DC02,56,53
2025-03-12,SKU022,DC03,0,0
2025-03-12,SKU022,DC04,56,54
2025-03-12,SKU023,DC01,0,0
2025-03-12,SKU023,DC02,55,52
2025-03-12,SKU023,DC03,132,203
2025-03-12,SKU023,DC04,30,29
2025-03-12,SKU024,DC01,34,30
2025-03-12,SKU024,DC02,0,0
2025-03-12,SKU024,DC03,78,75
2025-03-12,SKU024,DC04,0,0
2025-03-13,SKU001,DC01,501,524
2025-03-13,SKU001,DC02,267,266
2025-03-13,SKU001,DC03,435,435
2025-03-13,SKU001,DC04,302,301
2025-03-13,SKU002,DC01,147,184
2025-03-13,SKU002,DC02,396,394
2025-03-13,SKU002,DC03,63,62
2025-03-13,SKU002,DC04,125,123
2025-03-13,SKU003,DC01,63,62
2025-03-13,SKU003,DC02,68,66
2025-03-13,SKU003,DC03,86,84
2025-03-13,SKU003,DC04,4,2
2025-03-13,SKU004,DC01,66,63
2025-03-13,SKU004,DC02,0,0
2025-03-13,SKU004,DC03,99,96
2025-03-13,SKU004,DC04,221,218
2025-03-13,SKU005,DC01,17,11
2025-03-13,SKU005,DC02,178,174
2025-03-13,SKU005,DC03,59,56
2025-03-13,SKU005,DC04,0,74
2025-03-13,SKU006,DC01,26,23
2025-03-13,SKU006,DC02,47,45
2025-03-13,SKU006,DC03,87,84
2025-03-13,SKU006,DC04,0,22
2025-03-13,SKU007,DC01,4,2
2025-03-13,SKU007,DC02,25,22
2025-03-13,SKU007,DC03,0,0
2025-03-13,SKU007,DC04,135,180
2025-03-13,SKU008,DC01,0,0
2025-03-13,SKU008,DC02,26,22
2025-03-13,SKU008,DC03,0,0
2025-03-13,SKU008,DC04,0,0
2025-03-13,SKU009,DC01,315,313
2025-03-13,SKU009,DC02,350,350
2025-03-13,SKU009,DC03,142,142
2025-03-13,SKU009,DC04,271,270
2025-03-13,SKU010,DC01,360,359
2025-03-13,SKU010,DC02,202,201
2025-03-13,SKU010,DC03,504,503
2025-03-13,SKU010,DC04,331,330
2025-03-13,SKU011,DC01,135,135
2025-03-13,SKU011,DC02,103,102
2025-03-13,SKU011,DC03,312,310
2025-03-13,SKU011,DC04,109,108
2025-03-13,SKU012,DC01,0,0
2025-03-13,SKU012,DC02,184,182
2025-03-13,SKU012,DC03,0,0
2025-03-13,SKU012,DC04,150,148
2025-03-13,SKU013,DC01,0,0
2025-03-13,SKU013,DC02,38,35
2025-03-13,SKU013,DC03,155,153
2025-03-13,SKU013,DC04,92,91
2025-03-13,SKU014,DC01,0,0
2025-03-13,SKU014,DC02,64,62
2025-03-13,SKU014,DC03,0,0
2025-03-13,SKU014,DC04,57,125
2025-03-13,SKU015,DC01,57,54
2025-03-13,SKU015,DC02,351,348
2025-03-13,SKU015,DC03,55,52
2025-03-13,SKU015,DC04,128,125
2025-03-13,SKU016,DC01,0,0
2025-03-13,SKU016,DC02,33,30
2025-03-13,SKU016,DC03,31,27
2025-03-13,SKU016,DC04,0,0
2025-03-13,SKU017,DC01,0,0
2025-03-13,SKU017,DC02,0,0
2025-03-13,SKU017,DC03,0,0
2025-03-13,SKU017,DC04,0,0
2025-03-13,SKU018,DC01,574,573
2025-03-13,SKU018,DC02,386,386
2025-03-13,SKU018,DC03,192,191
2025-03-13,SKU018,DC04,299,299
2025-03-13,SKU019,DC01,420,418
2025-03-13,SKU019,DC02,309,309
2025-03-13,SKU019,DC03,229,229
2025-03-13,SKU019,DC04,364,362
2025-03-13,SKU020,DC01,166,165
2025-03-13,SKU020,DC02,114,112
2025-03-13,SKU020,DC03,263,262
2025-03-13,SKU020,DC04,121,121
2025-03-13,SKU021,DC01,21,19
2025-03-13,SKU021,DC02,148,147
2025-03-13,SKU021,DC03,38,37
2025-03-13,SKU021,DC04,68,67
2025-03-13,SKU022,DC01,8,4
2025-03-13,SKU022,DC02,53,50
2025-03-13,SKU022,DC03,0,0
2025-03-13,SKU022,DC04,54,51
2025-03-13,SKU023,DC01,0,0
2025-03-13,SKU023,DC02,52,50
2025-03-13,SKU023,DC03,203,200
2025-03-13,SKU023,DC04,29,27
2025-03-13,SKU024,DC01,30,96
2025-03-13,SKU024,DC02,0,0
2025-03-13,SKU024,DC03,75,72
2025-03-13,SKU024,DC04,0,0
2025-03-14,SKU001,DC01,524,523
2025-03-14,SKU001,DC02,266,265
2025-03-14,SKU001,DC03,435,434
2025-03-14,SKU001,DC04,301,300
2025-03-14,SKU002,DC01,184,182
2025-03-14,SKU002,DC02,394,392
2025-03-14,SKU002,DC03,62,60
2025-03-14,SKU002,DC04,123,122
2025-03-14,SKU003,DC01,62,61
2025-03-14,SKU003,DC02,66,65
2025-03-14,SKU003,DC03,84,82
2025-03-14,SKU003,DC04,2,0
2025-03-14,SKU004,DC01,63,62
2025-03-14,SKU004,DC02,0,0
2025-03-14,SKU004,DC03,96,94
2025-03-14,SKU004,DC04,218,217
2025-03-14,SKU005,DC01,11,7
2025-03-14,SKU005,DC02,174,170
2025-03-14,SKU005,DC03,56,53
2025-03-14,SKU005,DC04,74,70
2025-03-14,SKU006,DC01,23,20
2025-03-14,SKU006,DC02,45,62
2025-03-14,SKU006,DC03,84,80
2025-03-14,SKU006,DC04,22,21
2025-03-14,SKU007,DC01,2,0
2025-03-14,SKU007,DC02,22,19
2025-03-14,SKU007,DC03,0,0
2025-03-14,SKU007,DC04,180,177
2025-03-14,SKU008,DC01,0,0
2025-03-14,SKU008,DC02,22,18
2025-03-14,SKU008,DC03,0,0
2025-03-14,SKU008,DC04,0,0
2025-03-14,SKU009,DC01,313,312
2025-03-14,SKU009,DC02,350,350
2025-03-14,SKU009,DC03,142,198
2025-03-14,SKU009,DC04,270,269
2025-03-14,SKU010,DC01,359,358
2025-03-14,SKU010,DC02,201,200
2025-03-14,SKU010,DC03,503,503
2025-03-14,SKU010,DC04,330,329
2025-03-14,SKU011,DC01,135,131
2025-03-14,SKU011,DC02,102,100
2025-03-14,SKU011,DC03,310,309
2025-03-14,SKU011,DC04,108,108
2025-03-14,SKU012,DC01,0,0
2025-03-14,SKU012,DC02,182,180
2025-03-14,SKU012,DC03,0,0
2025-03-14,SKU012,DC04,148,147
2025-03-14,SKU013,DC01,0,0
2025-03-14,SKU013,DC02,35,33
2025-03-14,SKU013,DC03,153,151
2025-03-14,SKU013,DC04,91,89
2025-03-14,SKU014,DC01,0,0
2025-03-14,SKU014,DC02,62,60
2025-03-14,SKU014,DC03,0,0
2025-03-14,SKU014,DC04,125,123
2025-03-14,SKU015,DC01,54,52
2025-03-14,SKU015,DC02,348,345
2025-03-14,SKU015,DC03,52,48
2025-03-14,SKU015,DC04,125,121
2025-03-14,SKU016,DC01,0,0
2025-03-14,SKU016,DC02,30,27
2025-03-14,SKU016,DC03,27,24
2025-03-14,SKU016,DC04,0,0
2025-03-14,SKU017,DC01,0,0
2025-03-14,SKU017,DC02,0,0
2025-03-14,SKU017,DC03,0,0
2025-03-14,SKU017,DC04,0,0
2025-03-14,SKU018,DC01,573,571
2025-03-14,SKU018,DC02,386,385
2025-03-14,SKU018,DC03,191,191
2025-03-14,SKU018,DC04,299,298
2025-03-14,SKU019,DC01,418,417
2025-03-14,SKU019,DC02,309,307
2025-03-14,SKU019,DC03,229,228
2025-03-14,SKU019,DC04,362,361
2025-03-14,SKU020,DC01,165,164
2025-03-14,SKU020,DC02,112,111
2025-03-14,SKU020,DC03,262,261
2025-03-14,SKU020,DC04,121,120
2025-03-14,SKU021,DC01,19,19
2025-03-14,SKU021,DC02,147,145
