sale_date,sku,location_id,units_sold
2024-12-30,SKU013,DC01,0
2024-12-30,SKU013,DC02,0
2024-12-30,SKU013,DC03,4
2024-12-30,SKU013,DC04,0
2024-12-30,SKU014,DC01,2
2024-12-30,SKU014,DC02,2
2024-12-30,SKU014,DC03,0
2024-12-30,SKU014,DC04,2
2024-12-30,SKU015,DC01,1
2024-12-30,SKU015,DC02,1
2024-12-30,SKU015,DC03,0
2024-12-30,SKU015,DC04,0
2024-12-30,SKU016,DC01,4
2024-12-30,SKU016,DC02,0
2024-12-30,SKU016,DC03,2
2024-12-30,SKU016,DC04,0
2024-12-30,SKU017,DC01,0
2024-12-30,SKU017,DC02,0
2024-12-30,SKU017,DC03,0
2024-12-30,SKU017,DC04,0
2024-12-30,SKU018,DC01,3
2024-12-30,SKU018,DC02,2
2024-12-30,SKU018,DC03,2
2024-12-30,SKU018,DC04,2
2024-12-30,SKU019,DC01,3
2024-12-30,SKU019,DC02,3
2024-12-30,SKU019,DC03,0
2024-12-30,SKU019,DC04,1
2024-12-30,SKU020,DC01,0
2024-12-30,SKU020,DC02,0
2024-12-30,SKU020,DC03,1
2024-12-30,SKU020,DC04,0
2024-12-30,SKU021,DC01,1
2024-12-30,SKU021,DC02,1
2024-12-30,SKU021,DC03,2
2024-12-30,SKU021,DC04,2
2024-12-30,SKU022,DC01,4
2024-12-30,SKU022,DC02,3
2024-12-30,SKU022,DC03,2
2024-12-30,SKU022,DC04,5
2024-12-30,SKU023,DC01,3
2024-12-30,SKU023,DC02,2
2024-12-30,SKU023,DC03,2
2024-12-30,SKU023,DC04,3
2024-12-30,SKU024,DC01,1
2024-12-30,SKU024,DC02,2
2024-12-30,SKU024,DC03,2
2024-12-30,SKU024,DC04,1
2024-12-31,SKU001,DC01,1
2024-12-31,SKU001,DC02,0
2024-12-31,SKU001,DC03,1
2024-12-31,SKU001,DC04,0
2024-12-31,SKU002,DC01,1
2024-12-31,SKU002,DC02,0
2024-12-31,SKU002,DC03,1
2024-12-31,SKU002,DC04,0
2024-12-31,SKU003,DC01,0
2024-12-31,SKU003,DC02,0
2024-12-31,SKU003,DC03,0
2024-12-31,SKU003,DC04,0
2024-12-31,SKU004,DC01,5
2024-12-31,SKU004,DC02,0
2024-12-31,SKU004,DC03,1
2024-12-31,SKU004,DC04,1
2024-12-31,SKU005,DC01,4
2024-12-31,SKU005,DC02,0
2024-12-31,SKU005,DC03,2
2024-12-31,SKU005,DC04,3
2024-12-31,SKU006,DC01,0
2024-12-31,SKU006,DC02,4
2024-12-31,SKU006,DC03,2
2024-12-31,SKU006,DC04,2
2024-12-31,SKU007,DC01,0
2024-12-31,SKU007,DC02,0
2024-12-31,SKU007,DC03,0
2024-12-31,SKU007,DC04,0
2024-12-31,SKU008,DC01,1
2024-12-31,SKU008,DC02,1
2024-12-31,SKU008,DC03,1
2024-12-31,SKU008,DC04,0
2024-12-31,SKU009,DC01,0
2024-12-31,SKU009,DC02,0
2024-12-31,SKU009,DC03,3
2024-12-31,SKU009,DC04,0
2024-12-31,SKU010,DC01,3
2024-12-31,SKU010,DC02,3
2024-12-31,SKU010,DC03,0
2024-12-31,SKU010,DC04,3
2024-12-31,SKU011,DC01,3
2024-12-31,SKU011,DC02,1
2024-12-31,SKU011,DC03,0
2024-12-31,SKU011,DC04,0
2024-12-31,SKU012,DC01,0
2024-12-31,SKU012,DC02,1
2024-12-31,SKU012,DC03,0
2024-12-31,SKU012,DC04,0
2024-12-31,SKU013,DC01,0
2024-12-31,SKU013,DC02,0
2024-12-31,SKU013,DC03,2
2024-12-31,SKU013,DC04,0
2024-12-31,SKU014,DC01,0
2024-12-31,SKU014,DC02,4
2024-12-31,SKU014,DC03,0
2024-12-31,SKU014,DC04,1
2024-12-31,SKU015,DC01,0
2024-12-31,SKU015,DC02,0
2024-12-31,SKU015,DC03,0
2024-12-31,SKU015,DC04,0
2024-12-31,SKU016,DC01,2
2024-12-31,SKU016,DC02,0
2024-12-31,SKU016,DC03,2
2024-12-31,SKU016,DC04,0
2024-12-31,SKU017,DC01,0
2024-12-31,SKU017,DC02,0
2024-12-31,SKU017,DC03,0
2024-12-31,SKU017,DC04,0
2024-12-31,SKU018,DC01,1
2024-12-31,SKU018,DC02,2
2024-12-31,SKU018,DC03,2
2024-12-31,SKU018,DC04,2
2024-12-31,SKU019,DC01,2
2024-12-31,SKU019,DC02,1
2024-12-31,SKU019,DC03,0
2024-12-31,SKU019,DC04,0
2024-12-31,SKU020,DC01,0
2024-12-31,SKU020,DC02,0
2024-12-31,SKU020,DC03,4
2024-12-31,SKU020,DC04,0
2024-12-31,SKU021,DC01,2
2024-12-31,SKU021,DC02,2
2024-12-31,SKU021,DC03,1
2024-12-31,SKU021,DC04,2
2024-12-31,SKU022,DC01,4
2024-12-31,SKU022,DC02,2
2024-12-31,SKU022,DC03,4
2024-12-31,SKU022,DC04,4
2024-12-31,SKU023,DC01,1
2024-12-31,SKU023,DC02,2
2024-12-31,SKU023,DC03,2
2024-12-31,SKU023,DC04,2
2024-12-31,SKU024,DC01,1
2024-12-31,SKU024,DC02,0
2024-12-31,SKU024,DC03,1
2024-12-31,SKU024,DC04,2
2025-01-01,SKU001,DC01,0
2025-01-01,SKU001,DC02,1
2025-01-01,SKU001,DC03,0
2025-01-01,SKU001,DC04,1
2025-01-01,SKU002,DC01,1
2025-01-01,SKU002,DC02,0
2025-01-01,SKU002,DC03,1
2025-01-01,SKU002,DC04,0
2025-01-01,SKU003,DC01,0
2025-01-01,SKU003,DC02,3
2025-01-01,SKU003,DC03,0
2025-01-01,SKU003,DC04,0
2025-01-01,SKU004,DC01,3
2025-01-01,SKU004,DC02,0
2025-01-01,SKU004,DC03,0
2025-01-01,SKU004,DC04,1
2025-01-01,SKU005,DC01,2
2025-01-01,SKU005,DC02,0
2025-01-01,SKU005,DC03,3
2025-01-01,SKU005,DC04,2
2025-01-01,SKU006,DC01,0
2025-01-01,SKU006,DC02,2
2025-01-01,SKU006,DC03,4
2025-01-01,SKU006,DC04,2
2025-01-01,SKU007,DC01,0
2025-01-01,SKU007,DC02,1
2025-01-01,SKU007,DC03,0
2025-01-01,SKU007,DC04,0
2025-01-01,SKU008,DC01,1
2025-01-01,SKU008,DC02,1
2025-01-01,SKU008,DC03,2
2025-01-01,SKU008,DC04,1
2025-01-01,SKU009,DC01,0
2025-01-01,SKU009,DC02,2
2025-01-01,SKU009,DC03,2
2025-01-01,SKU009,DC04,0
2025-01-01,SKU010,DC01,2
2025-01-01,SKU010,DC02,3
2025-01-01,SKU010,DC03,0
2025-01-01,SKU010,DC04,2
2025-01-01,SKU011,DC01,1
2025-01-01,SKU011,DC02,2
2025-01-01,SKU011,DC03,0
2025-01-01,SKU011,DC04,0
2025-01-01,SKU012,DC01,1
2025-01-01,SKU012,DC02,0
2025-01-01,SKU012,DC03,0
2025-01-01,SKU012,DC04,1
2025-01-01,SKU013,DC01,0
2025-01-01,SKU013,DC02,0
2025-01-01,SKU013,DC03,3
2025-01-01,SKU013,DC04,0
2025-01-01,SKU014,DC01,2
2025-01-01,SKU014,DC02,2
2025-01-01,SKU014,DC03,0
2025-01-01,SKU014,DC04,3
2025-01-01,SKU015,DC01,0
2025-01-01,SKU015,DC02,1
2025-01-01,SKU015,DC03,0
2025-01-01,SKU015,DC04,0
2025-01-01,SKU016,DC01,3
2025-01-01,SKU016,DC02,0
2025-01-01,SKU016,DC03,3
2025-01-01,SKU016,DC04,0
2025-01-01,SKU017,DC01,0
2025-01-01,SKU017,DC02,0
2025-01-01,SKU017,DC03,0
2025-01-01,SKU017,DC04,0
2025-01-01,SKU018,DC01,2
2025-01-01,SKU018,DC02,3
2025-01-01,SKU018,DC03,1
2025-01-01,SKU018,DC04,1
2025-01-01,SKU019,DC01,2
2025-01-01,SKU019,DC02,0
2025-01-01,SKU019,DC03,0
2025-01-01,SKU019,DC04,2
2025-01-01,SKU020,DC01,0
2025-01-01,SKU020,DC02,0
2025-01-01,SKU020,DC03,0
2025-01-01,SKU020,DC04,0
2025-01-01,SKU021,DC01,2
2025-01-01,SKU021,DC02,0
2025-01-01,SKU021,DC03,1
2025-01-01,SKU021,DC04,0
2025-01-01,SKU022,DC01,2
2025-01-01,SKU022,DC02,3
2025-01-01,SKU022,DC03,4
2025-01-01,SKU022,DC04,3
2025-01-01,SKU023,DC01,2
2025-01-01,SKU023,DC02,2
2025-01-01,SKU023,DC03,3
2025-01-01,SKU023,DC04,3
2025-01-01,SKU024,DC01,1
2025-01-01,SKU024,DC02,2
2025-01-01,SKU024,DC03,2
2025-01-01,SKU024,DC04,2
2025-01-02,SKU001,DC01,0
2025-01-02,SKU001,DC02,0
2025-01-02,SKU001,DC03,0
2025-01-02,SKU001,DC04,0
2025-01-02,SKU002,DC01,0
2025-01-02,SKU002,DC02,0
2025-01-02,SKU002,DC03,1
2025-01-02,SKU002,DC04,0
2025-01-02,SKU003,DC01,0
2025-01-02,SKU003,DC02,3
2025-01-02,SKU003,DC03,0
2025-01-02,SKU003,DC04,0
2025-01-02,SKU004,DC01,2
2025-01-02,SKU004,DC02,0
2025-01-02,SKU004,DC03,1
2025-01-02,SKU004,DC04,1
2025-01-02,SKU005,DC01,2
2025-01-02,SKU005,DC02,2
2025-01-02,SKU005,DC03,1
2025-01-02,SKU005,DC04,2
2025-01-02,SKU006,DC01,0
2025-01-02,SKU006,DC02,4
2025-01-02,SKU006,DC03,2
2025-01-02,SKU006,DC04,3
2025-01-02,SKU007,DC01,0
2025-01-02,SKU007,DC02,0
2025-01-02,SKU007,DC03,0
2025-01-02,SKU007,DC04,0
2025-01-02,SKU008,DC01,0
2025-01-02,SKU008,DC02,1
2025-01-02,SKU008,DC03,1
2025-01-02,SKU008,DC04,1
2025-01-02,SKU009,DC01,0
2025-01-02,SKU009,DC02,2
2025-01-02,SKU009,DC03,1
2025-01-02,SKU009,DC04,0
2025-01-02,SKU010,DC01,3
2025-01-02,SKU010,DC02,2
2025-01-02,SKU010,DC03,0
2025-01-02,SKU010,DC04,2
2025-01-02,SKU011,DC01,3
2025-01-02,SKU011,DC02,4
2025-01-02,SKU011,DC03,0
2025-01-02,SKU011,DC04,0
2025-01-02,SKU012,DC01,1
2025-01-02,SKU012,DC02,1
2025-01-02,SKU012,DC03,1
2025-01-02,SKU012,DC04,1
2025-01-02,SKU013,DC01,0
2025-01-02,SKU013,DC02,0
2025-01-02,SKU013,DC03,3
2025-01-02,SKU013,DC04,0
2025-01-02,SKU014,DC01,1
2025-01-02,SKU014,DC02,0
2025-01-02,SKU014,DC03,0
2025-01-02,SKU014,DC04,1
2025-01-02,SKU015,DC01,0
2025-01-02,SKU015,DC02,1
2025-01-02,SKU015,DC03,0
2025-01-02,SKU015,DC04,0
2025-01-02,SKU016,DC01,4
2025-01-02,SKU016,DC02,0
2025-01-02,SKU016,DC03,2
2025-01-02,SKU016,DC04,0
2025-01-02,SKU017,DC01,0
2025-01-02,SKU017,DC02,0
2025-01-02,SKU017,DC03,0
2025-01-02,SKU017,DC04,0
2025-01-02,SKU018,DC01,1
2025-01-02,SKU018,DC02,2
2025-01-02,SKU018,DC03,1
2025-01-02,SKU018,DC04,0
2025-01-02,SKU019,DC01,0
2025-01-02,SKU019,DC02,4
2025-01-02,SKU019,DC03,0
2025-01-02,SKU019,DC04,4
2025-01-02,SKU020,DC01,0
2025-01-02,SKU020,DC02,0
2025-01-02,SKU020,DC03,2
2025-01-02,SKU020,DC04,0
2025-01-02,SKU021,DC01,1
2025-01-02,SKU021,DC02,1
2025-01-02,SKU021,DC03,1
2025-01-02,SKU021,DC04,1
2025-01-02,SKU022,DC01,1
2025-01-02,SKU022,DC02,1
2025-01-02,SKU022,DC03,4
2025-01-02,SKU022,DC04,6
2025-01-02,SKU023,DC01,3
2025-01-02,SKU023,DC02,3
2025-01-02,SKU023,DC03,2
2025-01-02,SKU023,DC04,2
2025-01-02,SKU024,DC01,0
2025-01-02,SKU024,DC02,3
2025-01-02,SKU024,DC03,2
2025-01-02,SKU024,DC04,1
2025-01-03,SKU001,DC01,0
2025-01-03,SKU001,DC02,1
2025-01-03,SKU001,DC03,0
2025-01-03,SKU001,DC04,0
2025-01-03,SKU002,DC01,1
2025-01-03,SKU002,DC02,0
2025-01-03,SKU002,DC03,1
2025-01-03,SKU002,DC04,1
2025-01-03,SKU003,DC01,0
2025-01-03,SKU003,DC02,0
2025-01-03,SKU003,DC03,0
2025-01-03,SKU003,DC04,0
2025-01-03,SKU004,DC01,2
2025-01-03,SKU004,DC02,0
2025-01-03,SKU004,DC03,1
2025-01-03,SKU004,DC04,1
2025-01-03,SKU005,DC01,4
2025-01-03,SKU005,DC02,3
2025-01-03,SKU005,DC03,3
2025-01-03,SKU005,DC04,4
2025-01-03,SKU006,DC01,0
2025-01-03,SKU006,DC02,3
2025-01-03,SKU006,DC03,1
2025-01-03,SKU006,DC04,1
2025-01-03,SKU007,DC01,0
2025-01-03,SKU007,DC02,0
2025-01-03,SKU007,DC03,0
2025-01-03,SKU007,DC04,0
2025-01-03,SKU008,DC01,1
2025-01-03,SKU008,DC02,0
2025-01-03,SKU008,DC03,2
2025-01-03,SKU008,DC04,1
2025-01-03,SKU009,DC01,0
2025-01-03,SKU009,DC02,1
2025-01-03,SKU009,DC03,1
2025-01-03,SKU009,DC04,0
2025-01-03,SKU010,DC01,3
2025-01-03,SKU010,DC02,2
2025-01-03,SKU010,DC03,0
2025-01-03,SKU010,DC04,3
2025-01-03,SKU011,DC01,2
2025-01-03,SKU011,DC02,2
2025-01-03,SKU011,DC03,0
2025-01-03,SKU011,DC04,0
2025-01-03,SKU012,DC01,1
2025-01-03,SKU012,DC02,1
2025-01-03,SKU012,DC03,1
2025-01-03,SKU012,DC04,0
2025-01-03,SKU013,DC01,0
2025-01-03,SKU013,DC02,0
2025-01-03,SKU013,DC03,2
2025-01-03,SKU013,DC04,0
2025-01-03,SKU014,DC01,1
2025-01-03,SKU014,DC02,3
2025-01-03,SKU014,DC03,0
2025-01-03,SKU014,DC04,4
2025-01-03,SKU015,DC01,1
2025-01-03,SKU015,DC02,0
2025-01-03,SKU015,DC03,0
2025-01-03,SKU015,DC04,0
2025-01-03,SKU016,DC01,2
2025-01-03,SKU016,DC02,0
2025-01-03,SKU016,DC03,6
2025-01-03,SKU016,DC04,2
2025-01-03,SKU017,DC01,0
2025-01-03,SKU017,DC02,0
2025-01-03,SKU017,DC03,0
2025-01-03,SKU017,DC04,0
2025-01-03,SKU018,DC01,1
2025-01-03,SKU018,DC02,2
2025-01-03,SKU018,DC03,2
2025-01-03,SKU018,DC04,1
2025-01-03,SKU019,DC01,0
2025-01-03,SKU019,DC02,2
2025-01-03,SKU019,DC03,0
2025-01-03,SKU019,DC04,2
2025-01-03,SKU020,DC01,0
2025-01-03,SKU020,DC02,0
2025-01-03,SKU020,DC03,1
2025-01-03,SKU020,DC04,0
2025-01-03,SKU021,DC01,1
2025-01-03,SKU021,DC02,1
2025-01-03,SKU021,DC03,1
2025-01-03,SKU021,DC04,1
2025-01-03,SKU022,DC01,6
2025-01-03,SKU022,DC02,5
2025-01-03,SKU022,DC03,1
2025-01-03,SKU022,DC04,4
2025-01-03,SKU023,DC01,2
2025-01-03,SKU023,DC02,2
2025-01-03,SKU023,DC03,3
2025-01-03,SKU023,DC04,2
2025-01-03,SKU024,DC01,1
2025-01-03,SKU024,DC02,1
2025-01-03,SKU024,DC03,1
2025-01-03,SKU024,DC04,1
2025-01-04,SKU001,DC01,1
2025-01-04,SKU001,DC02,0
2025-01-04,SKU001,DC03,0
2025-01-04,SKU001,DC04,1
2025-01-04,SKU002,DC01,1
2025-01-04,SKU002,DC02,0
2025-01-04,SKU002,DC03,0
2025-01-04,SKU002,DC04,0
2025-01-04,SKU003,DC01,0
2025-01-04,SKU003,DC02,2
2025-01-04,SKU003,DC03,0
2025-01-04,SKU003,DC04,0
2025-01-04,SKU004,DC01,1
2025-01-04,SKU004,DC02,0
2025-01-04,SKU004,DC03,2
2025-01-04,SKU004,DC04,3
2025-01-04,SKU005,DC01,1
2025-01-04,SKU005,DC02,3
2025-01-04,SKU005,DC03,2
2025-01-04,SKU005,DC04,3
2025-01-04,SKU006,DC01,0
2025-01-04,SKU006,DC02,2
2025-01-04,SKU006,DC03,4
2025-01-04,SKU006,DC04,3
2025-01-04,SKU007,DC01,0
2025-01-04,SKU007,DC02,0
2025-01-04,SKU007,DC03,0
2025-01-04,SKU007,DC04,0
2025-01-04,SKU008,DC01,1
2025-01-04,SKU008,DC02,0
2025-01-04,SKU008,DC03,1
2025-01-04,SKU008,DC04,1
2025-01-04,SKU009,DC01,0
2025-01-04,SKU009,DC02,1
2025-01-04,SKU009,DC03,1
2025-01-04,SKU009,DC04,1
2025-01-04,SKU010,DC01,3
2025-01-04,SKU010,DC02,2
2025-01-04,SKU010,DC03,0
2025-01-04,SKU010,DC04,3
2025-01-04,SKU011,DC01,1
2025-01-04,SKU011,DC02,2
2025-01-04,SKU011,DC03,0
2025-01-04,SKU011,DC04,0
2025-01-04,SKU012,DC01,1
2025-01-04,SKU012,DC02,0
2025-01-04,SKU012,DC03,0
2025-01-04,SKU012,DC04,1
2025-01-04,SKU013,DC01,0
2025-01-04,SKU013,DC02,0
2025-01-04,SKU013,DC03,4
2025-01-04,SKU013,DC04,0
2025-01-04,SKU014,DC01,4
2025-01-04,SKU014,DC02,1
2025-01-04,SKU014,DC03,0
2025-01-04,SKU014,DC04,2
2025-01-04,SKU015,DC01,1
2025-01-04,SKU015,DC02,0
2025-01-04,SKU015,DC03,0
2025-01-04,SKU015,DC04,0
2025-01-04,SKU016,DC01,2
2025-01-04,SKU016,DC02,0
2025-01-04,SKU016,DC03,2
2025-01-04,SKU016,DC04,2
2025-01-04,SKU017,DC01,0
2025-01-04,SKU017,DC02,0
2025-01-04,SKU017,DC03,0
2025-01-04,SKU017,DC04,0
2025-01-04,SKU018,DC01,2
2025-01-04,SKU018,DC02,3
2025-01-04,SKU018,DC03,1
2025-01-04,SKU018,DC04,1
2025-01-04,SKU019,DC01,0
2025-01-04,SKU019,DC02,5
2025-01-04,SKU019,DC03,0
2025-01-04,SKU019,DC04,3
2025-01-04,SKU020,DC01,0
2025-01-04,SKU020,DC02,0
2025-01-04,SKU020,DC03,2
2025-01-04,SKU020,DC04,0
2025-01-04,SKU021,DC01,1
2025-01-04,SKU021,DC02,1
2025-01-04,SKU021,DC03,1
2025-01-04,SKU021,DC04,1
2025-01-04,SKU022,DC01,3
2025-01-04,SKU022,DC02,3
2025-01-04,SKU022,DC03,1
2025-01-04,SKU022,DC04,3
2025-01-04,SKU023,DC01,3
2025-01-04,SKU023,DC02,1
2025-01-04,SKU023,DC03,3
2025-01-04,SKU023,DC04,2
2025-01-04,SKU024,DC01,1
2025-01-04,SKU024,DC02,2
2025-01-04,SKU024,DC03,2
2025-01-04,SKU024,DC04,1
2025-01-05,SKU001,DC01,0
2025-01-05,SKU001,DC02,1
2025-01-05,SKU001,DC03,1
2025-01-05,SKU001,DC04,0
2025-01-05,SKU002,DC01,1
2025-01-05,SKU002,DC02,1
2025-01-05,SKU002,DC03,1
2025-01-05,SKU002,DC04,1
2025-01-05,SKU003,DC01,0
2025-01-05,SKU003,DC02,2
2025-01-05,SKU003,DC03,0
2025-01-05,SKU003,DC04,0
2025-01-05,SKU004,DC01,0
2025-01-05,SKU004,DC02,0
2025-01-05,SKU004,DC03,1
2025-01-05,SKU004,DC04,2
2025-01-05,SKU005,DC01,1
2025-01-05,SKU005,DC02,2
2025-01-05,SKU005,DC03,3
2025-01-05,SKU005,DC04,2
2025-01-05,SKU006,DC01,0
2025-01-05,SKU006,DC02,3
2025-01-05,SKU006,DC03,3
2025-01-05,SKU006,DC04,3
2025-01-05,SKU007,DC01,0
2025-01-05,SKU007,DC02,0
2025-01-05,SKU007,DC03,0
2025-01-05,SKU007,DC04,0
2025-01-05,SKU008,DC01,1
2025-01-05,SKU008,DC02,1
2025-01-05,SKU008,DC03,2
2025-01-05,SKU008,DC04,1
2025-01-05,SKU009,DC01,0
2025-01-05,SKU009,DC02,2
2025-01-05,SKU009,DC03,1
2025-01-05,SKU009,DC04,3
2025-01-05,SKU010,DC01,3
2025-01-05,SKU010,DC02,1
2025-01-05,SKU010,DC03,0
2025-01-05,SKU010,DC04,4
2025-01-05,SKU011,DC01,2
2025-01-05,SKU011,DC02,2
2025-01-05,SKU011,DC03,0
2025-01-05,SKU011,DC04,0
2025-01-05,SKU012,DC01,1
2025-01-05,SKU012,DC02,0
2025-01-05,SKU012,DC03,1
2025-01-05,SKU012,DC04,1
2025-01-05,SKU013,DC01,0
2025-01-05,SKU013,DC02,0
2025-01-05,SKU013,DC03,4
2025-01-05,SKU013,DC04,0
2025-01-05,SKU014,DC01,3
2025-01-05,SKU014,DC02,2
2025-01-05,SKU014,DC03,0
2025-01-05,SKU014,DC04,3
2025-01-05,SKU015,DC01,0
2025-01-05,SKU015,DC02,1
2025-01-05,SKU015,DC03,0
2025-01-05,SKU015,DC04,0
2025-01-05,SKU016,DC01,3
2025-01-05,SKU016,DC02,0
2025-01-05,SKU016,DC03,5
2025-01-05,SKU016,DC04,2
2025-01-05,SKU017,DC01,0
2025-01-05,SKU017,DC02,0
2025-01-05,SKU017,DC03,0
2025-01-05,SKU017,DC04,0
2025-01-05,SKU018,DC01,2
2025-01-05,SKU018,DC02,2
2025-01-05,SKU018,DC03,1
2025-01-05,SKU018,DC04,1
2025-01-05,SKU019,DC01,0
2025-01-05,SKU019,DC02,2
2025-01-05,SKU019,DC03,0
2025-01-05,SKU019,DC04,4
2025-01-05,SKU020,DC01,0
2025-01-05,SKU020,DC02,0
2025-01-05,SKU020,DC03,2
2025-01-05,SKU020,DC04,0
2025-01-05,SKU021,DC01,1
2025-01-05,SKU021,DC02,0
2025-01-05,SKU021,DC03,1
2025-01-05,SKU021,DC04,1
2025-01-05,SKU022,DC01,4
2025-01-05,SKU022,DC02,4
2025-01-05,SKU022,DC03,2
2025-01-05,SKU022,DC04,2
2025-01-05,SKU023,DC01,3
2025-01-05,SKU023,DC02,1
2025-01-05,SKU023,DC03,2
2025-01-05,SKU023,DC04,2
2025-01-05,SKU024,DC01,2
2025-01-05,SKU024,DC02,1
2025-01-05,SKU024,DC03,2
2025-01-05,SKU024,DC04,2
2025-01-06,SKU001,DC01,1
2025-01-06,SKU001,DC02,0
2025-01-06,SKU001,DC03,0
2025-01-06,SKU001,DC04,1
2025-01-06,SKU002,DC01,1
2025-01-06,SKU002,DC02,1
2025-01-06,SKU002,DC03,1
2025-01-06,SKU002,DC04,1
2025-01-06,SKU003,DC01,0
2025-01-06,SKU003,DC02,1
2025-01-06,SKU003,DC03,0
2025-01-06,SKU003,DC04,4
2025-01-06,SKU004,DC01,0
2025-01-06,SKU004,DC02,0
2025-01-06,SKU004,DC03,2
2025-01-06,SKU004,DC04,2
2025-01-06,SKU005,DC01,5
2025-01-06,SKU005,DC02,3
2025-01-06,SKU005,DC03,1
2025-01-06,SKU005,DC04,2
2025-01-06,SKU006,DC01,0
2025-01-06,SKU006,DC02,4
2025-01-06,SKU006,DC03,1
2025-01-06,SKU006,DC04,2
2025-01-06,SKU007,DC01,0
2025-01-06,SKU007,DC02,0
2025-01-06,SKU007,DC03,0
2025-01-06,SKU007,DC04,0
2025-01-06,SKU008,DC01,1
2025-01-06,SKU008,DC02,1
2025-01-06,SKU008,DC03,1
2025-01-06,SKU008,DC04,2
2025-01-06,SKU009,DC01,0
2025-01-06,SKU009,DC02,1
2025-01-06,SKU009,DC03,0
2025-01-06,SKU009,DC04,1
2025-01-06,SKU010,DC01,3
2025-01-06,SKU010,DC02,3
2025-01-06,SKU010,DC03,0
2025-01-06,SKU010,DC04,3
2025-01-06,SKU011,DC01,2
2025-01-06,SKU011,DC02,3
2025-01-06,SKU011,DC03,0
2025-01-06,SKU011,DC04,3
2025-01-06,SKU012,DC01,0
2025-01-06,SKU012,DC02,0
2025-01-06,SKU012,DC03,1
2025-01-06,SKU012,DC04,0
2025-01-06,SKU013,DC01,0
2025-01-06,SKU013,DC02,0
2025-01-06,SKU013,DC03,4
2025-01-06,SKU013,DC04,0
2025-01-06,SKU014,DC01,1
2025-01-06,SKU014,DC02,2
2025-01-06,SKU014,DC03,0
2025-01-06,SKU014,DC04,3
2025-01-06,SKU015,DC01,0
2025-01-06,SKU015,DC02,0
2025-01-06,SKU015,DC03,0
2025-01-06,SKU015,DC04,1
2025-01-06,SKU016,DC01,3
2025-01-06,SKU016,DC02,0
2025-01-06,SKU016,DC03,4
2025-01-06,SKU016,DC04,3
2025-01-06,SKU017,DC01,0
2025-01-06,SKU017,DC02,0
2025-01-06,SKU017,DC03,0
2025-01-06,SKU017,DC04,0
2025-01-06,SKU018,DC01,1
2025-01-06,SKU018,DC02,1
2025-01-06,SKU018,DC03,2
2025-01-06,SKU018,DC04,1
2025-01-06,SKU019,DC01,0
2025-01-06,SKU019,DC02,0
2025-01-06,SKU019,DC03,0
2025-01-06,SKU019,DC04,1
2025-01-06,SKU020,DC01,0
2025-01-06,SKU020,DC02,0
2025-01-06,SKU020,DC03,3
2025-01-06,SKU020,DC04,0
2025-01-06,SKU021,DC01,1
2025-01-06,SKU021,DC02,2
2025-01-06,SKU021,DC03,1
2025-01-06,SKU021,DC04,1
2025-01-06,SKU022,DC01,6
2025-01-06,SKU022,DC02,2
2025-01-06,SKU022,DC03,2
2025-01-06,SKU022,DC04,2
2025-01-06,SKU023,DC01,1
2025-01-06,SKU023,DC02,2
2025-01-06,SKU023,DC03,3
2025-01-06,SKU023,DC04,1
2025-01-06,SKU024,DC01,1
2025-01-06,SKU024,DC02,1
2025-01-06,SKU024,DC03,1
2025-01-06,SKU024,DC04,2
2025-01-07,SKU001,DC01,1
2025-01-07,SKU001,DC02,0
2025-01-07,SKU001,DC03,0
2025-01-07,SKU001,DC04,0
2025-01-07,SKU002,DC01,0
2025-01-07,SKU002,DC02,1
2025-01-07,SKU002,DC03,1
2025-01-07,SKU002,DC04,0
2025-01-07,SKU003,DC01,0
2025-01-07,SKU003,DC02,3
2025-01-07,SKU003,DC03,0
2025-01-07,SKU003,DC04,2
2025-01-07,SKU004,DC01,0
2025-01-07,SKU004,DC02,0
2025-01-07,SKU004,DC03,2
2025-01-07,SKU004,DC04,3
2025-01-07,SKU005,DC01,2
2025-01-07,SKU005,DC02,1
2025-01-07,SKU005,DC03,2
2025-01-07,SKU005,DC04,3
2025-01-07,SKU006,DC01,0
2025-01-07,SKU006,DC02,2
2025-01-07,SKU006,DC03,2
2025-01-07,SKU006,DC04,4
2025-01-07,SKU007,DC01,0
2025-01-07,SKU007,DC02,0
2025-01-07,SKU007,DC03,0
2025-01-07,SKU007,DC04,0
2025-01-07,SKU008,DC01,1
2025-01-07,SKU008,DC02,0
2025-01-07,SKU008,DC03,1
2025-01-07,SKU008,DC04,2
2025-01-07,SKU009,DC01,0
2025-01-07,SKU009,DC02,1
2025-01-07,SKU009,DC03,1
2025-01-07,SKU009,DC04,1
2025-01-07,SKU010,DC01,2
2025-01-07,SKU010,DC02,2
2025-01-07,SKU010,DC03,0
2025-01-07,SKU010,DC04,3
2025-01-07,SKU011,DC01,2
2025-01-07,SKU011,DC02,3
2025-01-07,SKU011,DC03,0
2025-01-07,SKU011,DC04,3
2025-01-07,SKU012,DC01,0
2025-01-07,SKU012,DC02,0
2025-01-07,SKU012,DC03,1
2025-01-07,SKU012,DC04,1
2025-01-07,SKU013,DC01,0
2025-01-07,SKU013,DC02,0
2025-01-07,SKU013,DC03,4
2025-01-07,SKU013,DC04,0
2025-01-07,SKU014,DC01,2
2025-01-07,SKU014,DC02,3
2025-01-07,SKU014,DC03,0
2025-01-07,SKU014,DC04,2
