receipt_id,receipt_date,sku,location_id,quantity_received,supplier_id
REC000996,2024-10-26,SKU008,DC02,33,SUP08
REC000997,2024-10-26,SKU009,DC01,48,SUP01
REC000998,2024-10-26,SKU023,DC02,35,SUP07
REC000999,2024-10-27,SKU001,DC03,29,SUP01
REC001000,2024-10-27,SKU002,DC01,48,SUP02
REC001001,2024-10-27,SKU003,DC04,22,SUP03
REC001002,2024-10-27,SKU005,DC01,29,SUP05
REC001003,2024-10-27,SKU010,DC02,34,SUP02
REC001004,2024-10-27,SKU015,DC01,22,SUP07
REC001005,2024-10-27,SKU021,DC02,53,SUP05
REC001006,2024-10-28,SKU001,DC01,53,SUP01
REC001007,2024-10-28,SKU016,DC04,69,SUP08
REC001008,2024-10-28,SKU022,DC02,75,SUP06
REC001009,2024-10-29,SKU011,DC02,23,SUP03
REC001010,2024-10-29,SKU022,DC01,51,SUP06
REC001011,2024-10-30,SKU010,DC01,64,SUP02
REC001012,2024-10-30,SKU020,DC03,66,SUP04
REC001013,2024-10-31,SKU003,DC04,33,SUP03
REC001014,2024-10-31,SKU005,DC01,17,SUP05
REC001015,2024-10-31,SKU010,DC01,50,SUP02
REC001016,2024-10-31,SKU011,DC04,22,SUP03
REC001017,2024-10-31,SKU012,DC01,41,SUP04
REC001018,2024-10-31,SKU016,DC03,27,SUP08
REC001019,2024-11-01,SKU016,DC03,75,SUP08
REC001020,2024-11-01,SKU018,DC02,44,SUP02
REC001021,2024-11-02,SKU001,DC03,57,SUP01
REC001022,2024-11-02,SKU012,DC03,29,SUP04
REC001023,2024-11-02,SKU022,DC01,35,SUP06
REC001024,2024-11-03,SKU003,DC01,26,SUP03
REC001025,2024-11-03,SKU010,DC02,47,SUP02
REC001026,2024-11-03,SKU012,DC01,62,SUP04
REC001027,2024-11-03,SKU021,DC03,31,SUP05
REC001028,2024-11-03,SKU023,DC01,31,SUP07
REC001029,2024-11-04,SKU003,DC02,60,SUP03
REC001030,2024-11-04,SKU004,DC03,62,SUP04
REC001031,2024-11-04,SKU004,DC04,31,SUP04
REC001032,2024-11-04,SKU006,DC03,71,SUP06
REC001033,2024-11-04,SKU014,DC01,56,SUP06
REC001034,2024-11-04,SKU019,DC04,60,SUP03
REC001035,2024-11-05,SKU007,DC04,51,SUP07
REC001036,2024-11-05,SKU010,DC02,24,SUP02
REC001037,2024-11-06,SKU006,DC01,25,SUP06
REC001038,2024-11-07,SKU018,DC04,32,SUP02
REC001039,2024-11-07,SKU021,DC04,58,SUP05
REC001040,2024-11-08,SKU014,DC02,36,SUP06
REC001041,2024-11-08,SKU022,DC04,47,SUP06
REC001042,2024-11-08,SKU023,DC04,30,SUP07
REC001043,2024-11-09,SKU004,DC04,59,SUP04
REC001044,2024-11-09,SKU008,DC01,70,SUP08
REC001045,2024-11-09,SKU011,DC03,49,SUP03
REC001046,2024-11-09,SKU015,DC01,37,SUP07
REC001047,2024-11-09,SKU017,DC02,42,SUP01
REC001048,2024-11-09,SKU024,DC03,56,SUP08
REC001049,2024-11-10,SKU010,DC04,36,SUP02
REC001050,2024-11-11,SKU011,DC02,15,SUP03
REC001051,2024-11-11,SKU021,DC02,29,SUP05
REC001052,2024-11-12,SKU015,DC03,24,SUP07
REC001053,2024-11-12,SKU023,DC01,73,SUP07
REC001054,2024-11-12,SKU023,DC02,61,SUP07
REC001055,2024-11-13,SKU023,DC02,49,SUP07
REC001056,2024-11-14,SKU016,DC03,67,SUP08
REC001057,2024-11-14,SKU018,DC03,51,SUP02
REC001058,2024-11-15,SKU002,DC01,17,SUP02
REC001059,2024-11-15,SKU019,DC01,73,SUP03
REC001060,2024-11-16,SKU007,DC02,20,SUP07
REC001061,2024-11-16,SKU010,DC02,49,SUP02
REC001062,2024-11-16,SKU013,DC04,54,SUP05
REC001063,2024-11-16,SKU022,DC02,75,SUP06
REC001064,2024-11-17,SKU002,DC02,73,SUP02
REC001065,2024-11-17,SKU006,DC03,52,SUP06
REC001066,2024-11-17,SKU022,DC01,32,SUP06
REC001067,2024-11-17,SKU023,DC04,66,SUP07
REC001068,2024-11-18,SKU009,DC02,50,SUP01
REC001069,2024-11-18,SKU012,DC02,75,SUP04
REC001070,2024-11-18,SKU017,DC02,51,SUP01
REC001071,2024-11-19,SKU006,DC02,68,SUP06
REC001072,2024-11-19,SKU019,DC04,15,SUP03
REC001073,2024-11-19,SKU023,DC02,69,SUP07
REC001074,2024-11-21,SKU002,DC04,52,SUP02
REC001075,2024-11-21,SKU017,DC02,15,SUP01
REC001076,2024-11-22,SKU006,DC04,47,SUP06
REC001077,2024-11-22,SKU018,DC03,18,SUP02
REC001078,2024-11-22,SKU021,DC01,31,SUP05
REC001079,2024-11-23,SKU003,DC03,58,SUP03
REC001080,2024-11-23,SKU022,DC04,68,SUP06
REC001081,2024-11-24,SKU001,DC02,47,SUP01
REC001082,2024-11-24,SKU021,DC01,56,SUP05
REC001083,2024-11-25,SKU012,DC03,39,SUP04
REC001084,2024-11-25,SKU019,DC04,25,SUP03
REC001085,2024-11-27,SKU003,DC02,65,SUP03
REC001086,2024-11-27,SKU006,DC02,19,SUP06
REC001087,2024-11-27,SKU006,DC03,64,SUP06
REC001088,2024-11-27,SKU010,DC04,53,SUP02
REC001089,2024-11-27,SKU017,DC04,25,SUP01
REC001090,2024-11-28,SKU006,DC02,75,SUP06
REC001091,2024-11-28,SKU013,DC02,54,SUP05
REC001092,2024-11-29,SKU007,DC03,58,SUP07
REC001093,2024-11-29,SKU008,DC04,39,SUP08
REC001094,2024-11-29,SKU022,DC03,49,SUP06
REC001095,2024-11-30,SKU004,DC03,44,SUP04
REC001096,2024-11-30,SKU012,DC04,49,SUP04
REC001097,2024-11-30,SKU015,DC01,64,SUP07
REC001098,2024-12-01,SKU005,DC04,15,SUP05
REC001099,2024-12-01,SKU010,DC01,46,SUP02
REC001100,2024-12-01,SKU010,DC02,61,SUP02
REC001101,2024-12-02,SKU010,DC04,58,SUP02
REC001102,2024-12-02,SKU011,DC03,35,SUP03
REC001103,2024-12-02,SKU022,DC03,74,SUP06
REC001104,2024-12-02,SKU024,DC03,28,SUP08
REC001105,2024-12-03,SKU001,DC04,28,SUP01
REC001106,2024-12-03,SKU010,DC01,21,SUP02
REC001107,2024-12-03,SKU015,DC04,47,SUP07
REC001108,2024-12-04,SKU016,DC03,30,SUP08
REC001109,2024-12-04,SKU019,DC01,30,SUP03
REC001110,2024-12-04,SKU022,DC04,51,SUP06
REC001111,2024-12-04,SKU024,DC03,52,SUP08
REC001112,2024-12-05,SKU006,DC02,64,SUP06
REC001113,2024-12-05,SKU012,DC02,28,SUP04
REC001114,2024-12-06,SKU001,DC02,62,SUP01
REC001115,2024-12-06,SKU007,DC04,25,SUP07
REC001116,2024-12-06,SKU009,DC02,37,SUP01
REC001117,2024-12-06,SKU014,DC01,55,SUP06
REC001118,2024-12-07,SKU010,DC04,49,SUP02
REC001119,2024-12-07,SKU021,DC04,48,SUP05
REC001120,2024-12-07,SKU022,DC01,41,SUP06
REC001121,2024-12-07,SKU023,DC04,57,SUP07
REC001122,2024-12-07,SKU024,DC02,28,SUP08
REC001123,2024-12-08,SKU008,DC03,59,SUP08
REC001124,2024-12-08,SKU010,DC02,49,SUP02
REC001125,2024-12-08,SKU014,DC04,60,SUP06
REC001126,2024-12-09,SKU003,DC01,15,SUP03
REC001127,2024-12-09,SKU019,DC04,33,SUP03
REC001128,2024-12-09,SKU022,DC03,27,SUP06
REC001129,2024-12-10,SKU004,DC04,25,SUP04
REC001130,2024-12-10,SKU022,DC01,40,SUP06
REC001131,2024-12-11,SKU005,DC01,57,SUP05
REC001132,2024-12-11,SKU012,DC03,43,SUP04
REC001133,2024-12-11,SKU014,DC03,20,SUP06
REC001134,2024-12-11,SKU021,DC03,28,SUP05
REC001135,2024-12-13,SKU009,DC03,58,SUP01
REC001136,2024-12-13,SKU014,DC04,45,SUP06
REC001137,2024-12-13,SKU017,DC03,30,SUP01
REC001138,2024-12-13,SKU022,DC01,36,SUP06
REC001139,2024-12-13,SKU024,DC02,58,SUP08
REC001140,2024-12-14,SKU010,DC03,33,SUP02
REC001141,2024-12-15,SKU006,DC04,19,SUP06
REC001142,2024-12-15,SKU008,DC03,48,SUP08
REC001143,2024-12-16,SKU001,DC01,22,SUP01
REC001144,2024-12-16,SKU004,DC04,66,SUP04
REC001145,2024-12-16,SKU005,DC01,24,SUP05
REC001146,2024-12-16,SKU007,DC03,54,SUP07
REC001147,2024-12-16,SKU013,DC03,70,SUP05
REC001148,2024-12-16,SKU023,DC01,31,SUP07
REC001149,2024-12-17,SKU011,DC01,72,SUP03
REC001150,2024-12-17,SKU014,DC01,26,SUP06
REC001151,2024-12-18,SKU001,DC02,33,SUP01
REC001152,2024-12-18,SKU001,DC03,25,SUP01
REC001153,2024-12-18,SKU005,DC03,73,SUP05
REC001154,2024-12-18,SKU024,DC02,68,SUP08
REC001155,2024-12-19,SKU002,DC03,42,SUP02
REC001156,2024-12-19,SKU007,DC02,35,SUP07
REC001157,2024-12-19,SKU012,DC01,68,SUP04
REC001158,2024-12-19,SKU021,DC03,69,SUP05
REC001159,2024-12-19,SKU022,DC02,44,SUP06
REC001160,2024-12-20,SKU001,DC03,38,SUP01
REC001161,2024-12-20,SKU004,DC01,36,SUP04
REC001162,2024-12-20,SKU006,DC03,20,SUP06
REC001163,2024-12-20,SKU012,DC02,65,SUP04
REC001164,2024-12-20,SKU016,DC01,53,SUP08
REC001165,2024-12-20,SKU019,DC04,34,SUP03
REC001166,2024-12-20,SKU024,DC01,55,SUP08
REC001167,2024-12-21,SKU011,DC01,32,SUP03
REC001168,2024-12-21,SKU022,DC04,62,SUP06
REC001169,2024-12-21,SKU023,DC01,35,SUP07
REC001170,2024-12-22,SKU018,DC04,71,SUP02
REC001171,2024-12-22,SKU020,DC03,73,SUP04
REC001172,2024-12-22,SKU023,DC04,26,SUP07
REC001173,2024-12-23,SKU002,DC03,49,SUP02
REC001174,2024-12-24,SKU001,DC04,49,SUP01
REC001175,2024-12-25,SKU006,DC04,62,SUP06
REC001176,2024-12-25,SKU008,DC01,59,SUP08
REC001177,2024-12-25,SKU008,DC02,63,SUP08
REC001178,2024-12-26,SKU008,DC01,36,SUP08
REC001179,2024-12-26,SKU010,DC02,25,SUP02
REC001180,2024-12-26,SKU014,DC02,60,SUP06
REC001181,2024-12-27,SKU003,DC02,26,SUP03
REC001182,2024-12-27,SKU007,DC04,53,SUP07
REC001183,2024-12-27,SKU019,DC02,21,SUP03
REC001184,2024-12-28,SKU008,DC02,37,SUP08
REC001185,2024-12-28,SKU009,DC02,43,SUP01
REC001186,2024-12-28,SKU009,DC03,21,SUP01
REC001187,2024-12-28,SKU011,DC02,58,SUP03
REC001188,2024-12-28,SKU022,DC01,45,SUP06
REC001189,2024-12-29,SKU006,DC04,47,SUP06
REC001190,2024-12-29,SKU008,DC03,67,SUP08
REC001191,2024-12-29,SKU021,DC03,36,SUP05
REC001192,2024-12-30,SKU005,DC04,21,SUP05
REC001193,2024-12-31,SKU003,DC02,57,SUP03
REC001194,2024-12-31,SKU015,DC04,70,SUP07
REC001195,2024-12-31,SKU016,DC01,48,SUP08
REC001196,2025-01-01,SKU001,DC01,55,SUP01
REC001197,2025-01-01,SKU005,DC02,64,SUP05
REC001198,2025-01-01,SKU008,DC04,45,SUP08
REC001199,2025-01-01,SKU012,DC01,50,SUP04
REC001200,2025-01-01,SKU018,DC01,24,SUP02
REC001201,2025-01-01,SKU024,DC02,36,SUP08
REC001202,2025-01-02,SKU002,DC02,21,SUP02
REC001203,2025-01-02,SKU005,DC01,48,SUP05
REC001204,2025-01-02,SKU005,DC04,55,SUP05
REC001205,2025-01-02,SKU009,DC02,18,SUP01
REC001206,2025-01-02,SKU015,DC02,23,SUP07
REC001207,2025-01-02,SKU016,DC04,67,SUP08
REC001208,2025-01-02,SKU023,DC01,40,SUP07
REC001209,2025-01-02,SKU023,DC02,31,SUP07
REC001210,2025-01-03,SKU009,DC04,44,SUP01
REC001211,2025-01-03,SKU018,DC04,46,SUP02
REC001212,2025-01-03,SKU022,DC04,68,SUP06
REC001213,2025-01-04,SKU013,DC03,71,SUP05
REC001214,2025-01-04,SKU022,DC03,40,SUP06
REC001215,2025-01-05,SKU003,DC04,46,SUP03
REC001216,2025-01-05,SKU008,DC01,71,SUP08
REC001217,2025-01-05,SKU011,DC04,34,SUP03
REC001218,2025-01-05,SKU021,DC01,23,SUP05
REC001219,2025-01-07,SKU017,DC02,54,SUP01
REC001220,2025-01-07,SKU017,DC04,49,SUP01
REC001221,2025-01-07,SKU019,DC02,42,SUP03
REC001222,2025-01-07,SKU020,DC02,66,SUP04
REC001223,2025-01-08,SKU003,DC04,18,SUP03
REC001224,2025-01-08,SKU009,DC01,59,SUP01
REC001225,2025-01-08,SKU015,DC02,47,SUP07
REC001226,2025-01-08,SKU021,DC01,33,SUP05
REC001227,2025-01-09,SKU007,DC03,58,SUP07
REC001228,2025-01-09,SKU014,DC01,32,SUP06
REC001229,2025-01-09,SKU016,DC04,24,SUP08
REC001230,2025-01-09,SKU023,DC02,34,SUP07
REC001231,2025-01-10,SKU003,DC01,21,SUP03
REC001232,2025-01-11,SKU022,DC03,46,SUP06
REC001233,2025-01-11,SKU024,DC01,67,SUP08
REC001234,2025-01-12,SKU013,DC02,53,SUP05
REC001235,2025-01-14,SKU002,DC04,51,SUP02
REC001236,2025-01-14,SKU014,DC01,72,SUP06
REC001237,2025-01-15,SKU009,DC01,46,SUP01
REC001238,2025-01-16,SKU009,DC01,38,SUP01
REC001239,2025-01-16,SKU015,DC01,27,SUP07
REC001240,2025-01-16,SKU016,DC03,49,SUP08
REC001241,2025-01-16,SKU019,DC04,23,SUP03
REC001242,2025-01-16,SKU024,DC03,56,SUP08
REC001243,2025-01-18,SKU007,DC01,61,SUP07
REC001244,2025-01-18,SKU007,DC03,24,SUP07
REC001245,2025-01-18,SKU013,DC01,20,SUP05
REC001246,2025-01-18,SKU023,DC03,55,SUP07
REC001247,2025-01-19,SKU002,DC03,70,SUP02
REC001248,2025-01-19,SKU006,DC03,15,SUP06
REC001249,2025-01-19,SKU007,DC02,38,SUP07
REC001250,2025-01-19,SKU018,DC01,20,SUP02
REC001251,2025-01-20,SKU004,DC02,24,SUP04
REC001252,2025-01-20,SKU005,DC01,72,SUP05
REC001253,2025-01-20,SKU012,DC02,15,SUP04
REC001254,2025-01-20,SKU014,DC04,72,SUP06
REC001255,2025-01-21,SKU002,DC01,43,SUP02
REC001256,2025-01-21,SKU004,DC02,37,SUP04
REC001257,2025-01-21,SKU016,DC01,75,SUP08
REC001258,2025-01-21,SKU017,DC03,19,SUP01
REC001259,2025-01-21,SKU018,DC03,50,SUP02
REC001260,2025-01-21,SKU019,DC03,69,SUP03
REC001261,2025-01-21,SKU024,DC02,36,SUP08
REC001262,2025-01-22,SKU003,DC04,17,SUP03
REC001263,2025-01-22,SKU012,DC03,19,SUP04
REC001264,2025-01-22,SKU014,DC01,36,SUP06
REC001265,2025-01-22,SKU014,DC03,48,SUP06
REC001266,2025-01-22,SKU023,DC02,52,SUP07
REC001267,2025-01-23,SKU003,DC04,57,SUP03
REC001268,2025-01-23,SKU005,DC03,28,SUP05
REC001269,2025-01-23,SKU006,DC01,75,SUP06
REC001270,2025-01-23,SKU014,DC01,19,SUP06
REC001271,2025-01-24,SKU009,DC04,64,SUP01
REC001272,2025-01-24,SKU024,DC01,68,SUP08
REC001273,2025-01-25,SKU012,DC03,26,SUP04
REC001274,2025-01-26,SKU009,DC04,57,SUP01
REC001275,2025-01-26,SKU012,DC01,52,SUP04
REC001276,2025-01-26,SKU012,DC04,25,SUP04
REC001277,2025-01-26,SKU013,DC01,21,SUP05
REC001278,2025-01-26,SKU014,DC01,53,SUP06
REC001279,2025-01-26,SKU020,DC02,32,SUP04
REC001280,2025-01-27,SKU021,DC02,53,SUP05
REC001281,2025-01-27,SKU023,DC02,64,SUP07
REC001282,2025-01-28,SKU003,DC04,45,SUP03
REC001283,2025-01-28,SKU006,DC02,62,SUP06
REC001284,2025-01-28,SKU008,DC03,62,SUP08
REC001285,2025-01-29,SKU004,DC04,19,SUP04
REC001286,2025-01-29,SKU007,DC02,49,SUP07
REC001287,2025-01-29,SKU010,DC02,48,SUP02
REC001288,2025-01-29,SKU024,DC01,75,SUP08
REC001289,2025-01-30,SKU007,DC04,16,SUP07
REC001290,2025-01-30,SKU011,DC01,55,SUP03
REC001291,2025-01-30,SKU015,DC04,25,SUP07
REC001292,2025-01-30,SKU019,DC01,63,SUP03
REC001293,2025-01-31,SKU007,DC03,24,SUP07
REC001294,2025-01-31,SKU011,DC02,39,SUP03
REC001295,2025-02-01,SKU023,DC03,17,SUP07
REC001296,2025-02-01,SKU023,DC04,49,SUP07
REC001297,2025-02-02,SKU012,DC03,72,SUP04
REC001298,2025-02-02,SKU013,DC04,37,SUP05
REC001299,2025-02-02,SKU024,DC04,72,SUP08
REC001300,2025-02-03,SKU004,DC03,31,SUP04
REC001301,2025-02-04,SKU002,DC01,58,SUP02
REC001302,2025-02-04,SKU004,DC01,60,SUP04
REC001303,2025-02-04,SKU013,DC02,46,SUP05
REC001304,2025-02-04,SKU017,DC01,35,SUP01
REC001305,2025-02-04,SKU018,DC02,50,SUP02
REC001306,2025-02-04,SKU018,DC04,25,SUP02
REC001307,2025-02-05,SKU011,DC02,67,SUP03
REC001308,2025-02-05,SKU023,DC02,47,SUP07
REC001309,2025-02-06,SKU009,DC02,16,SUP01
REC001310,2025-02-06,SKU012,DC03,45,SUP04
REC001311,2025-02-06,SKU012,DC04,41,SUP04
REC001312,2025-02-06,SKU013,DC03,58,SUP05
REC001313,2025-02-06,SKU023,DC02,50,SUP07
REC001314,2025-02-07,SKU008,DC03,50,SUP08
REC001315,2025-02-07,SKU011,DC03,72,SUP03
REC001316,2025-02-07,SKU022,DC04,65,SUP06
REC001317,2025-02-08,SKU008,DC01,24,SUP08
REC001318,2025-02-08,SKU009,DC03,38,SUP01
REC001319,2025-02-08,SKU010,DC04,22,SUP02
REC001320,2025-02-08,SKU013,DC03,60,SUP05
REC001321,2025-02-08,SKU013,DC04,49,SUP05
REC001322,2025-02-08,SKU019,DC01,17,SUP03
REC001323,2025-02-09,SKU001,DC01,57,SUP01
REC001324,2025-02-09,SKU003,DC03,51,SUP03
REC001325,2025-02-09,SKU009,DC03,34,SUP01
REC001326,2025-02-10,SKU006,DC04,45,SUP06
REC001327,2025-02-10,SKU009,DC04,31,SUP01
REC001328,2025-02-10,SKU012,DC03,18,SUP04
REC001329,2025-02-10,SKU013,DC01,18,SUP05
REC001330,2025-02-10,SKU014,DC03,27,SUP06
REC001331,2025-02-11,SKU005,DC01,51,SUP05
REC001332,2025-02-11,SKU009,DC02,59,SUP01
REC001333,2025-02-12,SKU004,DC01,52,SUP04
REC001334,2025-02-12,SKU023,DC02,29,SUP07
REC001335,2025-02-13,SKU023,DC01,18,SUP07
REC001336,2025-02-14,SKU001,DC04,50,SUP01
REC001337,2025-02-14,SKU004,DC04,18,SUP04
REC001338,2025-02-14,SKU006,DC02,73,SUP06
REC001339,2025-02-14,SKU008,DC03,63,SUP08
REC001340,2025-02-15,SKU007,DC03,37,SUP07
REC001341,2025-02-15,SKU020,DC04,48,SUP04
REC001342,2025-02-16,SKU001,DC04,31,SUP01
REC001343,2025-02-16,SKU002,DC03,63,SUP02
REC001344,2025-02-16,SKU013,DC01,56,SUP05
REC001345,2025-02-16,SKU017,DC01,27,SUP01
REC001346,2025-02-16,SKU019,DC03,73,SUP03
REC001347,2025-02-17,SKU014,DC03,16,SUP06
REC001348,2025-02-17,SKU015,DC04,53,SUP07
REC001349,2025-02-18,SKU001,DC02,49,SUP01
REC001350,2025-02-18,SKU006,DC04,15,SUP06
REC001351,2025-02-18,SKU008,DC01,16,SUP08
REC001352,2025-02-18,SKU009,DC01,36,SUP01
REC001353,2025-02-18,SKU019,DC03,73,SUP03
REC001354,2025-02-18,SKU021,DC04,37,SUP05
REC001355,2025-02-19,SKU001,DC03,57,SUP01
REC001356,2025-02-19,SKU013,DC03,59,SUP05
REC001357,2025-02-19,SKU013,DC04,46,SUP05
REC001358,2025-02-19,SKU015,DC04,50,SUP07
REC001359,2025-02-20,SKU003,DC02,25,SUP03
REC001360,2025-02-20,SKU015,DC02,34,SUP07
REC001361,2025-02-21,SKU005,DC03,46,SUP05
REC001362,2025-02-21,SKU006,DC01,70,SUP06
REC001363,2025-02-21,SKU012,DC01,67,SUP04
REC001364,2025-02-21,SKU015,DC01,22,SUP07
REC001365,2025-02-21,SKU023,DC04,55,SUP07
REC001366,2025-02-22,SKU005,DC04,51,SUP05
REC001367,2025-02-22,SKU013,DC01,20,SUP05
REC001368,2025-02-22,SKU022,DC04,46,SUP06
REC001369,2025-02-22,SKU023,DC01,39,SUP07
REC001370,2025-02-22,SKU024,DC02,52,SUP08
REC001371,2025-02-23,SKU004,DC01,53,SUP04
REC001372,2025-02-23,SKU005,DC01,24,SUP05
REC001373,2025-02-23,SKU006,DC03,36,SUP06
REC001374,2025-02-23,SKU010,DC02,45,SUP02
REC001375,2025-02-23,SKU012,DC01,39,SUP04
REC001376,2025-02-23,SKU015,DC01,39,SUP07
REC001377,2025-02-23,SKU016,DC01,39,SUP08
REC001378,2025-02-24,SKU002,DC01,48,SUP02
REC001379,2025-02-24,SKU003,DC04,49,SUP03
REC001380,2025-02-24,SKU020,DC04,47,SUP04
REC001381,2025-02-25,SKU006,DC04,43,SUP06
REC001382,2025-02-25,SKU010,DC02,47,SUP02
REC001383,2025-02-25,SKU013,DC02,50,SUP05
REC001384,2025-02-25,SKU020,DC02,43,SUP04
REC001385,2025-02-25,SKU024,DC02,43,SUP08
REC001386,2025-02-26,SKU002,DC01,75,SUP02
REC001387,2025-02-26,SKU017,DC02,45,SUP01
REC001388,2025-02-26,SKU019,DC03,70,SUP03
REC001389,2025-02-27,SKU004,DC03,58,SUP04
REC001390,2025-02-27,SKU005,DC04,49,SUP05
REC001391,2025-02-27,SKU010,DC03,31,SUP02
REC001392,2025-02-27,SKU023,DC04,20,SUP07
REC001393,2025-02-28,SKU001,DC03,17,SUP01
REC001394,2025-02-28,SKU003,DC04,41,SUP03
REC001395,2025-02-28,SKU013,DC02,66,SUP05
REC001396,2025-02-28,SKU014,DC01,58,SUP06
REC001397,2025-02-28,SKU015,DC04,30,SUP07
REC001398,2025-02-28,SKU018,DC03,30,SUP02
REC001399,2025-03-01,SKU017,DC01,75,SUP01
REC001400,2025-03-01,SKU020,DC04,20,SUP04
REC001401,2025-03-01,SKU021,DC03,41,SUP05
REC001402,2025-03-02,SKU009,DC03,63,SUP01
REC001403,2025-03-02,SKU016,DC02,57,SUP08
REC001404,2025-03-02,SKU017,DC04,23,SUP01
REC001405,2025-03-02,SKU019,DC01,27,SUP03
REC001406,2025-03-02,SKU020,DC04,62,SUP04
REC001407,2025-03-03,SKU002,DC01,39,SUP02
REC001408,2025-03-03,SKU004,DC02,27,SUP04
REC001409,2025-03-03,SKU009,DC02,65,SUP01
REC001410,2025-03-03,SKU015,DC04,75,SUP07
REC001411,2025-03-03,SKU017,DC04,60,SUP01
REC001412,2025-03-04,SKU002,DC03,65,SUP02
REC001413,2025-03-04,SKU011,DC02,52,SUP03
REC001414,2025-03-04,SKU013,DC02,44,SUP05
REC001415,2025-03-04,SKU024,DC01,19,SUP08
REC001416,2025-03-05,SKU003,DC01,36,SUP03
REC001417,2025-03-05,SKU007,DC04,48,SUP07
REC001418,2025-03-05,SKU011,DC01,74,SUP03
REC001419,2025-03-05,SKU020,DC02,41,SUP04
REC001420,2025-03-05,SKU021,DC01,16,SUP05
REC001421,2025-03-05,SKU023,DC03,73,SUP07
REC001422,2025-03-06,SKU018,DC02,70,SUP02
REC001423,2025-03-06,SKU023,DC04,63,SUP07
REC001424,2025-03-07,SKU010,DC02,70,SUP02
REC001425,2025-03-07,SKU014,DC02,60,SUP06
REC001426,2025-03-08,SKU006,DC02,55,SUP06
REC001427,2025-03-08,SKU021,DC03,72,SUP05
REC001428,2025-03-08,SKU021,DC04,36,SUP05
REC001429,2025-03-08,SKU022,DC02,66,SUP06
REC001430,2025-03-09,SKU003,DC02,57,SUP03
REC001431,2025-03-09,SKU018,DC01,37,SUP02
REC001432,2025-03-09,SKU018,DC04,49,SUP02
REC001433,2025-03-09,SKU021,DC03,34,SUP05
REC001434,2025-03-10,SKU002,DC04,16,SUP02
REC001435,2025-03-10,SKU005,DC02,36,SUP05
REC001436,2025-03-10,SKU023,DC01,63,SUP07
REC001437,2025-03-11,SKU009,DC02,48,SUP01
REC001438,2025-03-11,SKU013,DC01,21,SUP05
REC001439,2025-03-11,SKU021,DC03,57,SUP05
REC001440,2025-03-12,SKU006,DC04,24,SUP06
REC001441,2025-03-12,SKU015,DC02,25,SUP07
REC001442,2025-03-12,SKU021,DC04,48,SUP05
REC001443,2025-03-13,SKU007,DC03,72,SUP07
REC001444,2025-03-13,SKU009,DC01,25,SUP01
REC001445,2025-03-13,SKU010,DC01,39,SUP02
REC001446,2025-03-13,SKU013,DC04,74,SUP05
REC001447,2025-03-13,SKU014,DC04,22,SUP06
REC001448,2025-03-13,SKU015,DC04,49,SUP07
REC001449,2025-03-13,SKU022,DC04,70,SUP06
REC001450,2025-03-14,SKU008,DC01,69,SUP08
REC001451,2025-03-14,SKU014,DC02,20,SUP06
REC001452,2025-03-14,SKU017,DC03,56,SUP01
REC001453,2025-03-15,SKU006,DC01,75,SUP06
REC001454,2025-03-16,SKU001,DC04,44,SUP01
REC001455,2025-03-16,SKU008,DC03,36,SUP08
REC001456,2025-03-16,SKU010,DC02,51,SUP02
REC001457,2025-03-17,SKU001,DC01,73,SUP01
REC001458,2025-03-17,SKU011,DC04,75,SUP03
REC001459,2025-03-17,SKU012,DC03,45,SUP04
REC001460,2025-03-17,SKU015,DC03,57,SUP07
REC001461,2025-03-18,SKU011,DC04,63,SUP03
REC001462,2025-03-18,SKU014,DC03,30,SUP06
REC001463,2025-03-19,SKU004,DC04,54,SUP04
REC001464,2025-03-19,SKU013,DC01,31,SUP05
REC001465,2025-03-19,SKU017,DC01,31,SUP01
REC001466,2025-03-21,SKU023,DC04,18,SUP07
REC001467,2025-03-22,SKU014,DC01,67,SUP06
REC001468,2025-03-22,SKU020,DC03,52,SUP04
REC001469,2025-03-23,SKU002,DC01,15,SUP02
REC001470,2025-03-23,SKU003,DC03,49,SUP03
REC001471,2025-03-23,SKU015,DC04,20,SUP07
REC001472,2025-03-24,SKU005,DC01,66,SUP05
REC001473,2025-03-24,SKU017,DC01,54,SUP01
REC001474,2025-03-24,SKU017,DC03,65,SUP01
REC001475,2025-03-25,SKU006,DC01,34,SUP06
REC001476,2025-03-25,SKU011,DC03,15,SUP03
REC001477,2025-03-25,SKU016,DC01,30,SUP08
REC001478,2025-03-26,SKU004,DC01,72,SUP04
REC001479,2025-03-26,SKU014,DC03,29,SUP06
REC001480,2025-03-27,SKU004,DC02,69,SUP04
REC001481,2025-03-27,SKU020,DC04,29,SUP04
REC001482,2025-03-28,SKU012,DC01,68,SUP04
REC001483,2025-03-29,SKU001,DC01,28,SUP01
REC001484,2025-03-29,SKU001,DC03,50,SUP01
REC001485,2025-03-29,SKU005,DC01,57,SUP05
REC001486,2025-03-29,SKU009,DC03,61,SUP01
REC001487,2025-03-29,SKU018,DC02,61,SUP02
REC001488,2025-03-29,SKU022,DC03,49,SUP06
REC001489,2025-03-29,SKU024,DC02,38,SUP08
REC001490,2025-03-30,SKU007,DC04,52,SUP07
REC001491,2025-03-30,SKU024,DC03,72,SUP08
REC001492,2025-03-31,SKU005,DC01,69,SUP05
REC001493,2025-03-31,SKU005,DC04,27,SUP05
